,District,Tehsil,N,District_Tehsil,Matched_distance,district_tehsil_matched,pc11_district_id,pc11_sd_id,Matched,Incorrect,Comment ,
163,Anantapur,Kothacheruvu,3,anantapur kothacheruvu,0,anantapur kothacheruvu,553,5346,,,,
164,Anantapur,Kudair,4,anantapur kudair,0,anantapur kudair,553,5323,,,,
165,Anantapur,Lepakshi,2,anantapur lepakshi,0,anantapur lepakshi,553,5365,,,,
166,Anantapur,Madakasira,9,anantapur madakasira,0,anantapur madakasira,553,5350,,,,
167,Anantapur,Mudigubba,25,anantapur mudigubba,0,anantapur mudigubba,553,5339,,,,
168,Anantapur,Nallacheruvu,9,anantapur nallacheruvu,0,anantapur nallacheruvu,553,5359,,,,
169,Anantapur,Nallamada,5,anantapur nallamada,0,anantapur nallamada,553,5344,,,,
172,Anantapur,Pamidi,6,anantapur pamidi,0,anantapur pamidi,553,5315,,,,
173,Anantapur,Parigi,2,anantapur parigi,0,anantapur parigi,553,5355,,,,
174,Anantapur,Peddapappur,12,anantapur peddapappur,0,anantapur peddapappur,553,5314,,,,
175,Anantapur,Peddavadugur,29,anantapur peddavadugur,0,anantapur peddavadugur,553,5311,,,,
176,Anantapur,Penukonda,3,anantapur penukonda,0,anantapur penukonda,553,5356,,,,
177,Anantapur,Putlur,6,anantapur putlur,0,anantapur putlur,553,5326,,,,
178,Anantapur,Puttaparthi,4,anantapur puttaparthi,0,anantapur puttaparthi,553,5357,,,,
179,Anantapur,Ramagiri,8,anantapur ramagiri,0,anantapur ramagiri,553,5348,,,,
180,Anantapur,Raptadu,2,anantapur raptadu,0,anantapur raptadu,553,5331,,,,
181,Anantapur,Rayadurg,15,anantapur rayadurg,0,anantapur rayadurg,553,5305,,,,
182,Anantapur,Roddam,2,anantapur roddam,0,anantapur roddam,553,5349,,,,
183,Anantapur,Rolla,15,anantapur rolla,0,anantapur rolla,553,5353,,,,
184,Anantapur,Settur,10,anantapur settur,0,anantapur settur,553,5332,,,,
185,Anantapur,Singanamala,7,anantapur singanamala,0,anantapur singanamala,553,5325,,,,
186,Anantapur,Somandepalle,11,anantapur somandepalle,0,anantapur somandepalle,553,5363,,,,
187,Anantapur,Tadimarri,1,anantapur tadimarri,0,anantapur tadimarri,553,5338,,,,
188,Anantapur,Tadpatri,4,anantapur tadpatri,0,anantapur tadpatri,553,5313,,,,
189,Anantapur,Talupula,7,anantapur talupula,0,anantapur talupula,553,5340,,,,
191,Anantapur,Uravakonda,1,anantapur uravakonda,0,anantapur uravakonda,553,5317,,,,
192,Anantapur,Vidapanakal,11,anantapur vidapanakal,0,anantapur vidapanakal,553,5308,,,,
194,Anantapur,Yadiki,19,anantapur yadiki,0,anantapur yadiki,553,5312,,,,
195,Anantapur,Yellanur,4,anantapur yellanur,0,anantapur yellanur,553,5327,,,,
210,Anjaw,Hawai,1,anjaw hawai,0,anjaw hawai,260,1743,,,,
211,Anugul,Anugul,1,anugul anugul,0,anugul anugul,384,3011,,,,
212,Anugul,Athmallik,2,anugul athmallik,0,anugul athmallik,384,3017,,,,
213,Anugul,Banarpal,1,anugul banarpal,0,anugul banarpal,384,3010,,,,
214,Anugul,Kishorenagar,1,anugul kishorenagar,0,anugul kishorenagar,384,3016,,,,
215,Anugul,Palalahada,2,anugul palalahada,0,anugul palalahada,384,3000,,,,
216,Anuppur,Anuppur,27,anuppur anuppur,0,anuppur anuppur,461,3694,,,,
217,Anuppur,Jaithari,21,anuppur jaithari,0,anuppur jaithari,461,3695,,,,
218,Anuppur,Kotma,20,anuppur kotma,0,anuppur kotma,461,3693,,,,
220,Araria,Raniganj,1,araria raniganj,0,araria raniganj,209,1115,,,,
221,Araria,Sikti,1,araria sikti,0,araria sikti,209,1118,,,,
222,Ariyalur,Ariyalur,7,ariyalur ariyalur,0,ariyalur ariyalur,616,5787,,,,
232,Ashoknagar,Chanderi,37,ashoknagar chanderi,0,ashoknagar chanderi,459,3685,,,,
234,Ashoknagar,Mungaoli,21,ashoknagar mungaoli,0,ashoknagar mungaoli,459,3688,,,,
237,Auraiya,Auraiya,8,auraiya auraiya,0,auraiya auraiya,162,842,,,,
238,Aurangabad,Aurangabad,23,aurangabad aurangabad,0,aurangabad aurangabad,235,1481,,,,
239,Aurangabad,Barun,1,aurangabad barun,0,aurangabad barun,235,1482,,,,
240,Aurangabad,Daudnagar,3,aurangabad daudnagar,0,aurangabad daudnagar,235,1476,,,,
241,Aurangabad,Gangapur,9,aurangabad gangapur,0,aurangabad gangapur,515,4140,,,,
242,Aurangabad,Kannad,7,aurangabad kannad,0,aurangabad kannad,515,4133,,,,
243,Aurangabad,Khuldabad,1,aurangabad khuldabad,0,aurangabad khuldabad,515,4138,,,,
244,Aurangabad,Obra,1,aurangabad obra,0,aurangabad obra,235,1480,,,,
245,Aurangabad,Paithan,14,aurangabad paithan,0,aurangabad paithan,515,4141,,,,
246,Aurangabad,Phulambri,7,aurangabad phulambri,0,aurangabad phulambri,515,4136,,,,
247,Aurangabad,Rafiganj,2,aurangabad rafiganj,0,aurangabad rafiganj,235,1479,,,,
248,Aurangabad,Sillod,20,aurangabad sillod,0,aurangabad sillod,515,4135,,,,
249,Aurangabad,Vaijapur,12,aurangabad vaijapur,0,aurangabad vaijapur,515,4139,,,,
250,Azamgarh,Azamgarh,3,azamgarh azamgarh,0,azamgarh azamgarh,191,966,,,,
251,Azamgarh,Burhanpur,1,azamgarh burhanpur,0,azamgarh burhanpur,191,964,,,,
252,Azamgarh,Sagri,7,azamgarh sagri,0,azamgarh sagri,191,965,,,,
265,Bagalkot,Badami,75,bagalkot badami,0,bagalkot badami,556,5446,,,,
266,Bagalkot,Bagalkot,17,bagalkot bagalkot,0,bagalkot bagalkot,556,5447,,,,
267,Bagalkot,Bilgi,19,bagalkot bilgi,0,bagalkot bilgi,556,5444,,,,
268,Bagalkot,Hungund,39,bagalkot hungund,0,bagalkot hungund,556,5448,,,,
269,Bagalkot,Jamkhandi,5,bagalkot jamkhandi,0,bagalkot jamkhandi,556,5443,,,,
270,Bagalkot,Mudhol,39,bagalkot mudhol,0,bagalkot mudhol,556,5445,,,,
274,Bahraich,Bahraich,1,bahraich bahraich,0,bahraich bahraich,180,921,,,,
275,Bahraich,Kaiserganj,8,bahraich kaiserganj,0,bahraich kaiserganj,180,922,,,,
276,Bahraich,Mahasi,2,bahraich mahasi,0,bahraich mahasi,180,920,,,,
277,Balaghat,Baihar,5,balaghat baihar,0,balaghat baihar,457,3674,,,,
278,Balaghat,Balaghat,53,balaghat balaghat,0,balaghat balaghat,457,3672,,,,
279,Balaghat,Katangi,16,balaghat katangi,0,balaghat katangi,457,3667,,,,
280,Balaghat,Khairlanji,17,balaghat khairlanji,0,balaghat khairlanji,457,3670,,,,
281,Balaghat,Kirnapur,16,balaghat kirnapur,0,balaghat kirnapur,457,3673,,,,
282,Balaghat,Lalbarra,1,balaghat lalbarra,0,balaghat lalbarra,457,3671,,,,
283,Balaghat,Lanji,6,balaghat lanji,0,balaghat lanji,457,3676,,,,
284,Balaghat,Tirodi,1,balaghat tirodi,0,balaghat tirodi,457,3668,,,,
285,Balaghat,Waraseoni,34,balaghat waraseoni,0,balaghat waraseoni,457,3669,,,,
286,Balangir,Balangir,25,balangir balangir,0,balangir balangir,393,3142,,,,
287,Balangir,Bangomunda,5,balangir bangomunda,0,balangir bangomunda,393,3150,,,,
288,Balangir,Belpara,8,balangir belpara,0,balangir belpara,393,3147,,,,
289,Balangir,Kantabanji,8,balangir kantabanji,0,balangir kantabanji,393,3149,,,,
290,Balangir,Khaprakhol,8,balangir khaprakhol,0,balangir khaprakhol,393,3145,,,,
291,Balangir,Loisinga,21,balangir loisinga,0,balangir loisinga,393,3141,,,,
292,Balangir,Patnagarh,7,balangir patnagarh,0,balangir patnagarh,393,3144,,,,
293,Balangir,Saintala,11,balangir saintala,0,balangir saintala,393,3148,,,,
294,Balangir,Titlagarh,26,balangir titlagarh,0,balangir titlagarh,393,3152,,,,
295,Balangir,Turekela,1,balangir turekela,0,balangir turekela,393,3146,,,,
296,Balangir,Tushura,12,balangir tushura,0,balangir tushura,393,3143,,,,
302,Baleshwar,Baleshwar Sadar,1,baleshwar baleshwar sadar,0,baleshwar baleshwar sadar,377,2897,,,,
303,Baleshwar,Basta,1,baleshwar basta,0,baleshwar basta,377,2895,,,,
304,Baleshwar,Jaleswar,1,baleshwar jaleswar,0,baleshwar jaleswar,377,2890,,,,
305,Baleshwar,Remuna,1,baleshwar remuna,0,baleshwar remuna,377,2902,,,,
306,Baleshwar,Soro,12,baleshwar soro,0,baleshwar soro,377,2907,,,,
307,Ballia,Ballia,2,ballia ballia,0,ballia ballia,193,978,,,,
308,Ballia,Belthara Road,1,ballia belthara road,0,ballia belthara road,193,975,,,,
309,Ballia,Rasra,3,ballia rasra,0,ballia rasra,193,977,,,,
310,Ballia,Sikanderpur,1,ballia sikanderpur,0,ballia sikanderpur,193,976,,,,
318,Balrampur,Balrampur,6,balrampur balrampur,0,balrampur balrampur,182,925,,,,
319,Balrampur,Tulsipur,4,balrampur tulsipur,0,balrampur tulsipur,182,926,,,,
331,Banda,Atarra,11,banda atarra,0,banda atarra,170,873,,,,
332,Banda,Baberu,3,banda baberu,0,banda baberu,170,872,,,,
333,Banda,Banda,57,banda banda,0,banda banda,170,871,,,,
334,Banda,Naraini,54,banda naraini,0,banda naraini,170,874,,,,
335,Bangalore Rural,Devanahalli,74,bangalore rural devanahalli,0,bangalore rural devanahalli,583,5603,,,,
338,Bangalore Rural,Nelamangala,31,bangalore rural nelamangala,0,bangalore rural nelamangala,583,5601,,,,
344,Banka,Banka,2,banka banka,0,banka banka,225,1350,,,,
345,Banka,Belhar,2,banka belhar,0,banka belhar,225,1352,,,,
346,Banka,Rajaun,1,banka rajaun,0,banka rajaun,225,1347,,,,
347,Banka,Shambhuganj,1,banka shambhuganj,0,banka shambhuganj,225,1345,,,,
350,Bankura,Barjora,15,bankura barjora,0,bankura barjora,339,2363,,,,
351,Bankura,Chhatna,3,bankura chhatna,0,bankura chhatna,339,2359,,,,
352,Bankura,Gangajalghati,3,bankura gangajalghati,0,bankura gangajalghati,339,2358,,,,
353,Bankura,Hirbandh,1,bankura hirbandh,0,bankura hirbandh,339,2374,,,,
354,Bankura,Indus,1,bankura indus,0,bankura indus,339,2366,,,,
355,Bankura,Kotulpur,1,bankura kotulpur,0,bankura kotulpur,339,2367,,,,
356,Bankura,Mejhia,6,bankura mejhia,0,bankura mejhia,339,2357,,,,
357,Bankura,Patrasayer,1,bankura patrasayer,0,bankura patrasayer,339,2365,,,,
358,Bankura,Raipur,1,bankura raipur,0,bankura raipur,339,2376,,,,
359,Bankura,Ranibundh,3,bankura ranibundh,0,bankura ranibundh,339,2375,,,,
360,Bankura,Saltora,1,bankura saltora,0,bankura saltora,339,2356,,,,
361,Bankura,Sarenga,2,bankura sarenga,0,bankura sarenga,339,2377,,,,
362,Bankura,Sonamukhi,4,bankura sonamukhi,0,bankura sonamukhi,339,2364,,,,
363,Bankura,Taldangra,2,bankura taldangra,0,bankura taldangra,339,2371,,,,
364,Bankura,Vishnupur,11,bankura vishnupur,0,bankura vishnupur,339,2369,,,,
365,Banswara,Bagidora,4,banswara bagidora,0,banswara bagidora,125,653,,,,
366,Banswara,Banswara,25,banswara banswara,0,banswara banswara,125,652,,,,
368,Banswara,Garhi,1,banswara garhi,0,banswara garhi,125,651,,,,
369,Banswara,Ghatol,5,banswara ghatol,0,banswara ghatol,125,650,,,,
370,Banswara,Kushalgarh,7,banswara kushalgarh,0,banswara kushalgarh,125,654,,,,
377,Baran,Baran,3,baran baran,0,baran baran,128,672,,,,
378,Baran,Chhabra,3,baran chhabra,0,baran chhabra,128,676,,,,
379,Baran,Chhipabarod,2,baran chhipabarod,0,baran chhipabarod,128,677,,,,
380,Baran,Kishanganj,1,baran kishanganj,0,baran kishanganj,128,674,,,,
389,Barddhaman,Jamalpur,11,barddhaman jamalpur,0,barddhaman jamalpur,335,2295,,,,
390,Barddhaman,Jamuria,4,barddhaman jamuria,0,barddhaman jamuria,335,2270,,,,
392,Barddhaman,Kanksa,5,barddhaman kanksa,0,barddhaman kanksa,335,2275,,,,
393,Barddhaman,Khandaghosh,6,barddhaman khandaghosh,0,barddhaman khandaghosh,335,2297,,,,
394,Barddhaman,Mangolkote,5,barddhaman mangolkote,0,barddhaman mangolkote,335,2278,,,,
396,Barddhaman,Ondal,1,barddhaman ondal,0,barddhaman ondal,335,2272,,,,
399,Barddhaman,Raniganj,2,barddhaman raniganj,0,barddhaman raniganj,335,2271,,,,
401,Bareilly,Aonla,2,bareilly aonla,0,bareilly aonla,150,786,,,,
402,Bareilly,Bareilly,9,bareilly bareilly,0,bareilly bareilly,150,787,,,,
403,Bareilly,Faridpur,1,bareilly faridpur,0,bareilly faridpur,150,789,,,,
404,Bareilly,Nawabganj,2,bareilly nawabganj,0,bareilly nawabganj,150,788,,,,
405,Bargarh,Ambabhona,1,bargarh ambabhona,0,bargarh ambabhona,370,2768,,,,
406,Bargarh,Attabira,3,bargarh attabira,0,bargarh attabira,370,2769,,,,
407,Bargarh,Barapali,4,bargarh barapali,0,bargarh barapali,370,2763,,,,
408,Bargarh,Bargarh,17,bargarh bargarh,0,bargarh bargarh,370,2765,,,,
409,Bargarh,Bhatli,8,bargarh bhatli,0,bargarh bhatli,370,2767,,,,
410,Bargarh,Bheden,9,bargarh bheden,0,bargarh bheden,370,2764,,,,
411,Bargarh,Bijepur,6,bargarh bijepur,0,bargarh bijepur,370,2762,,,,
412,Bargarh,Gaisilet,2,bargarh gaisilet,0,bargarh gaisilet,370,2759,,,,
414,Bargarh,Padmapur,7,bargarh padmapur,0,bargarh padmapur,370,2757,,,,
415,Bargarh,Paikamal,7,bargarh paikamal,0,bargarh paikamal,370,2755,,,,
416,Bargarh,Sohela,8,bargarh sohela,0,bargarh sohela,370,2761,,,,
417,Barmer,Barmer,114,barmer barmer,0,barmer barmer,115,582,,,,
418,Barmer,Chohtan,16,barmer chohtan,0,barmer chohtan,115,584,,,,
419,Barmer,Pachpadra,147,barmer pachpadra,0,barmer pachpadra,115,579,,,,
420,Barmer,Ramsar,16,barmer ramsar,0,barmer ramsar,115,583,,,,
421,Barmer,Siwana,79,barmer siwana,0,barmer siwana,115,580,,,,
425,Barnala,Barnala,1,barnala barnala,0,barnala barnala,54,275,,,,
426,Barwani,Barwani,9,barwani barwani,0,barwani barwani,441,3554,,,,
427,Barwani,Niwali,9,barwani niwali,0,barwani niwali,441,3560,,,,
428,Barwani,Pansemal,8,barwani pansemal,0,barwani pansemal,441,3559,,,,
429,Barwani,Pati,4,barwani pati,0,barwani pati,441,3555,,,,
430,Barwani,Rajpur,7,barwani rajpur,0,barwani rajpur,441,3558,,,,
431,Barwani,Sendhwa,5,barwani sendhwa,0,barwani sendhwa,441,3561,,,,
432,Barwani,Thikri,8,barwani thikri,0,barwani thikri,441,3556,,,,
433,Barwani,anjad,5,barwani anjad,0,barwani anjad,441,3557,,,,
434,Bastar,Bastar,13,bastar bastar,0,bastar bastar,414,3363,,,,
435,Bastar,Jagdalpur,58,bastar jagdalpur,0,bastar jagdalpur,414,3360,,,,
437,Bastar,Tokapal,1,bastar tokapal,0,bastar tokapal,414,3365,,,,
438,Basti,Basti,9,basti basti,0,basti basti,185,939,,,,
439,Basti,Harraiya,7,basti harraiya,0,basti harraiya,185,938,,,,
440,Bathinda,Bathinda,18,bathinda bathinda,0,bathinda bathinda,46,245,,,,
441,Bathinda,Rampura Phul,2,bathinda rampura phul,0,bathinda rampura phul,46,244,,,,
442,Bathinda,Talwandi Sabo,1,bathinda talwandi sabo,0,bathinda talwandi sabo,46,246,,,,
443,Begusarai,Bachhwara,2,begusarai bachhwara,0,begusarai bachhwara,222,1310,,,,
444,Begusarai,Bakhri,4,begusarai bakhri,0,begusarai bakhri,222,1316,,,,
445,Begusarai,Balia,2,begusarai balia,0,begusarai balia,222,1319,,,,
446,Begusarai,Barauni,8,begusarai barauni,0,begusarai barauni,222,1312,,,,
447,Begusarai,Begusarai,6,begusarai begusarai,0,begusarai begusarai,222,1314,,,,
448,Begusarai,Bhagwanpur,2,begusarai bhagwanpur,0,begusarai bhagwanpur,222,1308,,,,
449,Begusarai,Cheria Bariarpur,1,begusarai cheria bariarpur,0,begusarai cheria bariarpur,222,1307,,,,
451,Begusarai,Dandari,1,begusarai dandari,0,begusarai dandari,222,1317,,,,
452,Begusarai,Garhpura,1,begusarai garhpura,0,begusarai garhpura,222,1306,,,,
453,Begusarai,Mansurchak,1,begusarai mansurchak,0,begusarai mansurchak,222,1309,,,,
454,Begusarai,Matihani,4,begusarai matihani,0,begusarai matihani,222,1320,,,,
455,Begusarai,Naokothi,2,begusarai naokothi,0,begusarai naokothi,222,1315,,,,
456,Begusarai,Sahebpur Kamal,7,begusarai sahebpur kamal,0,begusarai sahebpur kamal,222,1318,,,,
457,Begusarai,Teghra,5,begusarai teghra,0,begusarai teghra,222,1311,,,,
458,Belgaum,Athni,8,belgaum athni,0,belgaum athni,555,5434,,,,
460,Belgaum,Belgaum,36,belgaum belgaum,0,belgaum belgaum,555,5438,,,,
461,Belgaum,Chikodi,22,belgaum chikodi,0,belgaum chikodi,555,5433,,,,
462,Belgaum,Gokak,22,belgaum gokak,0,belgaum gokak,555,5436,,,,
463,Belgaum,Hukeri,9,belgaum hukeri,0,belgaum hukeri,555,5437,,,,
464,Belgaum,Khanapur,18,belgaum khanapur,0,belgaum khanapur,555,5439,,,,
465,Belgaum,Ramdurg,44,belgaum ramdurg,0,belgaum ramdurg,555,5442,,,,
466,Belgaum,Raybag,4,belgaum raybag,0,belgaum raybag,555,5435,,,,
468,Bellary,Bellary,28,bellary bellary,0,bellary bellary,565,5500,,,,
469,Bellary,Hadagalli,22,bellary hadagalli,0,bellary hadagalli,565,5496,,,,
470,Bellary,Hagaribommanahalli,12,bellary hagaribommanahalli,0,bellary hagaribommanahalli,565,5497,,,,
471,Bellary,Hospet,11,bellary hospet,0,bellary hospet,565,5498,,,,
472,Bellary,Kudligi,6,bellary kudligi,0,bellary kudligi,565,5502,,,,
474,Bellary,Sandur,36,bellary sandur,0,bellary sandur,565,5501,,,,
475,Bellary,Siruguppa,20,bellary siruguppa,0,bellary siruguppa,565,5499,,,,
480,Betul,Amla,12,betul amla,0,betul amla,447,3605,,,,
481,Betul,Betul,44,betul betul,0,betul betul,447,3600,,,,
482,Betul,Bhainsdehi,6,betul bhainsdehi,0,betul bhainsdehi,447,3598,,,,
483,Betul,Chicholi,2,betul chicholi,0,betul chicholi,447,3601,,,,
486,Betul,Multai,14,betul multai,0,betul multai,447,3604,,,,
487,Betul,Shahpur,16,betul shahpur,0,betul shahpur,447,3603,,,,
494,Bhadrak,Bhandari Pokhari,3,bhadrak bhandari pokhari,0,bhadrak bhandari pokhari,378,2912,,,,
495,Bhadrak,Chandabali,1,bhadrak chandabali,0,bhadrak chandabali,378,2919,,,,
496,Bhadrak,Dhamanagar,2,bhadrak dhamanagar,0,bhadrak dhamanagar,378,2913,,,,
497,Bhagalpur,Colgong,1,bhagalpur colgong,0,bhagalpur colgong,224,1336,,,,
498,Bhagalpur,Goradih,1,bhagalpur goradih,0,bhagalpur goradih,224,1342,,,,
499,Bhagalpur,Ismailpur,1,bhagalpur ismailpur,0,bhagalpur ismailpur,224,1337,,,,
500,Bhagalpur,Jagdishpur,4,bhagalpur jagdishpur,0,bhagalpur jagdishpur,224,1343,,,,
501,Bhagalpur,Kharik,1,bhagalpur kharik,0,bhagalpur kharik,224,1331,,,,
502,Bhagalpur,Narayanpur,1,bhagalpur narayanpur,0,bhagalpur narayanpur,224,1329,,,,
503,Bhagalpur,Nathnagar,1,bhagalpur nathnagar,0,bhagalpur nathnagar,224,1339,,,,
504,Bhagalpur,Naugachhia,1,bhagalpur naugachhia,0,bhagalpur naugachhia,224,1332,,,,
505,Bhagalpur,Pirpainti,4,bhagalpur pirpainti,0,bhagalpur pirpainti,224,1335,,,,
506,Bhagalpur,Sabour,2,bhagalpur sabour,0,bhagalpur sabour,224,1338,,,,
507,Bhagalpur,Sonhaula,1,bhagalpur sonhaula,0,bhagalpur sonhaula,224,1344,,,,
508,Bhagalpur,Sultanganj,3,bhagalpur sultanganj,0,bhagalpur sultanganj,224,1340,,,,
509,Bhandara,Bhandara,9,bhandara bhandara,0,bhandara bhandara,506,4039,,,,
510,Bhandara,Lakhandur,33,bhandara lakhandur,0,bhandara lakhandur,506,4043,,,,
511,Bhandara,Lakhani,14,bhandara lakhani,0,bhandara lakhani,506,4041,,,,
512,Bhandara,Mohadi,38,bhandara mohadi,0,bhandara mohadi,506,4038,,,,
513,Bhandara,Pauni,30,bhandara pauni,0,bhandara pauni,506,4042,,,,
514,Bhandara,Sakoli,25,bhandara sakoli,0,bhandara sakoli,506,4040,,,,
515,Bhandara,Tumsar,29,bhandara tumsar,0,bhandara tumsar,506,4037,,,,
517,Bharatpur,Bayana,17,bharatpur bayana,0,bharatpur bayana,105,513,,,,
518,Bharatpur,Bharatpur,9,bharatpur bharatpur,0,bharatpur bharatpur,105,511,,,,
519,Bharatpur,Deeg,1,bharatpur deeg,0,bharatpur deeg,105,508,,,,
520,Bharatpur,Kumher,3,bharatpur kumher,0,bharatpur kumher,105,510,,,,
521,Bharatpur,Nagar,80,bharatpur nagar,0,bharatpur nagar,105,507,,,,
522,Bharatpur,Pahari,71,bharatpur pahari,0,bharatpur pahari,105,505,,,,
523,Bharatpur,Weir,74,bharatpur weir,0,bharatpur weir,105,512,,,,
525,Bharuch,Amod,2,bharuch amod,0,bharuch amod,488,3914,,,,
526,Bharuch,Anklesvar,973,bharuch anklesvar,0,bharuch anklesvar,488,3918,,,,
527,Bharuch,Bharuch,130,bharuch bharuch,0,bharuch bharuch,488,3916,,,,
528,Bharuch,Hansot,8,bharuch hansot,0,bharuch hansot,488,3919,,,,
529,Bharuch,Jambusar,12,bharuch jambusar,0,bharuch jambusar,488,3913,,,,
530,Bharuch,Jhagadia,335,bharuch jhagadia,0,bharuch jhagadia,488,3917,,,,
531,Bharuch,Vagra,645,bharuch vagra,0,bharuch vagra,488,3915,,,,
532,Bharuch,Valia,12,bharuch valia,0,bharuch valia,488,3920,,,,
533,Bhavnagar,Bhavnagar,39,bhavnagar bhavnagar,0,bhavnagar bhavnagar,481,3854,,,,
534,Bhavnagar,Gariadhar,2,bhavnagar gariadhar,0,bhavnagar gariadhar,481,3857,,,,
535,Bhavnagar,Ghogha,11,bhavnagar ghogha,0,bhavnagar ghogha,481,3855,,,,
536,Bhavnagar,Mahuva,11,bhavnagar mahuva,0,bhavnagar mahuva,481,3860,,,,
537,Bhavnagar,Palitana,7,bhavnagar palitana,0,bhavnagar palitana,481,3858,,,,
538,Bhavnagar,Sihor,7,bhavnagar sihor,0,bhavnagar sihor,481,3856,,,,
539,Bhavnagar,Talaja,17,bhavnagar talaja,0,bhavnagar talaja,481,3859,,,,
540,Bhavnagar,Umrala,9,bhavnagar umrala,0,bhavnagar umrala,481,3853,,,,
541,Bhavnagar,Vallabhipur,10,bhavnagar vallabhipur,0,bhavnagar vallabhipur,481,3851,,,,
542,Bhilwara,Asind,324,bhilwara asind,0,bhilwara asind,122,627,,,,
543,Bhilwara,Banera,23,bhilwara banera,0,bhilwara banera,122,630,,,,
544,Bhilwara,Beejoliya,225,bhilwara beejoliya,0,bhilwara beejoliya,122,638,,,,
545,Bhilwara,Bhilwara,140,bhilwara bhilwara,0,bhilwara bhilwara,122,634,,,,
546,Bhilwara,Hurda,30,bhilwara hurda,0,bhilwara hurda,122,628,,,,
547,Bhilwara,Jahazpur,63,bhilwara jahazpur,0,bhilwara jahazpur,122,636,,,,
548,Bhilwara,Kotri,34,bhilwara kotri,0,bhilwara kotri,122,635,,,,
549,Bhilwara,Mandal,117,bhilwara mandal,0,bhilwara mandal,122,631,,,,
550,Bhilwara,Mandalgarh,22,bhilwara mandalgarh,0,bhilwara mandalgarh,122,637,,,,
551,Bhilwara,Raipur,57,bhilwara raipur,0,bhilwara raipur,122,632,,,,
552,Bhilwara,Shahpura,29,bhilwara shahpura,0,bhilwara shahpura,122,629,,,,
555,Bhind,Bhind,29,bhind bhind,0,bhind bhind,420,3392,,,,
556,Bhind,Gohad,55,bhind gohad,0,bhind gohad,420,3395,,,,
557,Bhind,Lahar,14,bhind lahar,0,bhind lahar,420,3398,,,,
559,Bhind,Mehgaon,12,bhind mehgaon,0,bhind mehgaon,420,3393,,,,
560,Bhind,Mihona,3,bhind mihona,0,bhind mihona,420,3397,,,,
561,Bhind,Ron,25,bhind ron,0,bhind ron,420,3396,,,,
562,Bhiwani,Bhiwani,3,bhiwani bhiwani,0,bhiwani bhiwani,81,398,,,,
563,Bhiwani,Dadri,10,bhiwani dadri,0,bhiwani dadri,81,402,,,,
564,Bhiwani,Tosham,2,bhiwani tosham,0,bhiwani tosham,81,399,,,,
565,Bhojpur,Agiaon,4,bhojpur agiaon,0,bhojpur agiaon,231,1432,,,,
566,Bhojpur,Arrah,3,bhojpur arrah,0,bhojpur arrah,231,1422,,,,
567,Bhojpur,Barhara,4,bhojpur barhara,0,bhojpur barhara,231,1423,,,,
568,Bhojpur,Behea,2,bhojpur behea,0,bhojpur behea,231,1427,,,,
569,Bhojpur,Garhani,1,bhojpur garhani,0,bhojpur garhani,231,1431,,,,
570,Bhojpur,Jagdishpur,1,bhojpur jagdishpur,0,bhojpur jagdishpur,231,1428,,,,
571,Bhojpur,Koilwar,14,bhojpur koilwar,0,bhojpur koilwar,231,1424,,,,
572,Bhojpur,Piro,1,bhojpur piro,0,bhojpur piro,231,1429,,,,
573,Bhojpur,Sahar,3,bhojpur sahar,0,bhojpur sahar,231,1434,,,,
574,Bhojpur,Sandesh,11,bhojpur sandesh,0,bhojpur sandesh,231,1425,,,,
575,Bhojpur,Shahpur,2,bhojpur shahpur,0,bhojpur shahpur,231,1421,,,,
576,Bhojpur,Tarari,2,bhojpur tarari,0,bhojpur tarari,231,1433,,,,
577,Bhojpur,Udwant Nagar,2,bhojpur udwant nagar,0,bhojpur udwant nagar,231,1426,,,,
578,Bhopal,Berasia,31,bhopal berasia,0,bhopal berasia,444,3580,,,,
579,Bhopal,Huzur,159,bhopal huzur,0,bhopal huzur,444,3581,,,,
580,Bid,Ambejogai,1,bid ambejogai,0,bid ambejogai,523,4225,,,,
581,Bid,Parli,1,bid parli,0,bid parli,523,4224,,,,
582,Bidar,Aurad,2,bidar aurad,0,bidar aurad,558,5456,,,,
584,Bidar,Bhalki,11,bidar bhalki,0,bidar bhalki,558,5455,,,,
585,Bidar,Bidar,53,bidar bidar,0,bidar bidar,558,5457,,,,
586,Bidar,Homnabad,34,bidar homnabad,0,bidar homnabad,558,5458,,,,
587,Bijapur,Basavana Bagevadi,10,bijapur basavana bagevadi,0,bijapur basavana bagevadi,557,5452,,,,
588,Bijapur,Bijapur,23,bijapur bijapur,0,bijapur bijapur,417,3378,,,,
589,Bijapur,Indi,4,bijapur indi,0,bijapur indi,557,5450,,,,
590,Bijapur,Muddebihal,11,bijapur muddebihal,0,bijapur muddebihal,557,5453,,,,
592,Bijapur,Sindgi,4,bijapur sindgi,0,bijapur sindgi,557,5451,,,,
593,Bijnor,Bijnor,5,bijnor bijnor,0,bijnor bijnor,134,713,,,,
594,Bijnor,Chandpur,4,bijnor chandpur,0,bijnor chandpur,134,716,,,,
595,Bijnor,Nagina,7,bijnor nagina,0,bijnor nagina,134,714,,,,
