,Proposal,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
545,SIA/WB/MIN/419975/2023,EN/T-II-1/238/2023,Balia Riverbed Sand Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 26 Feb 2023 ,Non-Coal Mining,M/S GREEGO DRIVE PVT. LTD,Rejection Letter Granted
546,SIA/WB/NCP/52721/2016,,High Park Residencies,West Bengal,24 Parganas,North 24 Parganas,Date of Submission for TOR: ,Date of Submission for EC: 09 Apr 2016 ,INFRA-1,CAESCON ENGINEERING SERVICES PVT LTD,Delisted
547,SIA/WB/NCP/51657/2016,EN/T-II-1/026/2016,Business building including Commercial area and Office Area,West Bengal,Kolkata,Kolkata,Date of Submission for TOR: ,Date of Submission for EC: 30 Mar 2016 ,INFRA-1,THE BENGAL BONDED WAREHOUSE ASSOCIATION,WithdrawEC
548,SIA/WB/MIN/434236/2023,EN/T-II-1/439/2023,Shikarpur Riverbed Sand Mine (MIN_EBUR_29),West Bengal,,,Date of Submission for EC: 26 Jun 2023 ,Date of Ec Granted : 31 Aug 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
549,SIA/WB/INFRA2/401725/2022,EN/T-II-1/063/2022,Residential Building,West Bengal,South 24 Parganas,,Date of Submission for EC: 03 Nov 2022 ,Date of Ec Granted : 16 Oct 2023,INFRA-2, REALMARK AWAAS LLP,EC Granted
550,SIA/WB/NCP/9666/2016,EN/T-II-1/011/2016,"Proposed Expansion of Residential Complex, AVIDIPTA",West Bengal,Kolkata,Kolkata,Date of Submission for EC: 22 Feb 2016 ,Date of Ec Granted : 11 Apr 2017,INFRA-1,BENGAL PEERLESS HOUSING DEVELOPMENT COMPANY LTD,EC Granted
551,SIA/WB/MIN/407316/2022,,PALASH SAND BLOCK,West Bengal,Darjeeling,,Date of Submission for TOR: ,Date of Submission for EC: 21 Nov 2022 ,Non-Coal Mining, ANKUR BIOCHEM PRIVATE LIMITED,Query raised by SEIAA and pending at PP
552,SIA/WB/MIN/421321/2023,EN/T-II-1/397/2023,Kota Riverbed sand mine ,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 24 Apr 2023 ,Non-Coal Mining,RAINBOW INFRASTRUCTURE & HOUSING DEVELOPMENT LTD,Under examination of SEIAA after SEAC
553,SIA/WB/MIS/60117/2016,EN/T-II-1/078/2016,The Reserve,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 18 Nov 2016 ,Date of Ec Granted : 04 Sep 2018,INFRA-2,TIVOLI PARK APARTMENTS PVT LTD,EC Granted
554,SIA/WB/INFRA2/436559/2023,EN/T-II-1/478/2023,Residential Complex by Sanwaria Apartments Pvt. Ltd.,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 28 Jul 2023 ,INFRA-2, SANWARIA APARTMENTS PRIVATE LIMITED,Awaiting EC
555,SIA/WB/NCP/72216/2018,EN/T-II-1/013/2018,Expansion of Residential Complex by RDB Realty & Infrastructure Limited,West Bengal,Barddhaman,Burdwan - I,Date of Submission for EC: 07 Mar 2018 ,Date of Ec Granted : 02 Jun 2023,INFRA-1,RDB REALTY AND INFRASTRUCTURE LIMITED,EC Granted
556,SIA/WB/IND2/21570/2013,EN/T-II-1/005/2018,METALIK FUEL PRIVATE LIMITED,West Bengal,West Medinipur,No Data,Date of Submission for EC: 17 Jan 2018 ,Date of Ec Granted : 07 May 2018,Industrial Projects - 2,METALIK FUEL PRIVATE LIMITED,EC Granted
557,SIA/WB/NCP/75325/2018,EN/T-II-1/049/2018,"Expansion, Renovation & Modernization of Milan Mela by West Bengal Trade Promotion Organization",West Bengal,Kolkata,Kolkata,Date of Submission for EC: 18 Jun 2018 ,Date of Ec Granted : 28 Sep 2020,INFRA-1,WEST BENGAL TRADE PROMOTION ORGANIZATION,EC Granted
558,SIA/WB/MIN/407688/2022,EN/T-II-1/068/2023,ULIARA SAND MINE,West Bengal,Bankura,,Date of Submission for TOR: ,Date of Submission for EC: 31 Jan 2023 ,Non-Coal Mining,"MS BASU AGROFARMS PRIVATE LIMITED,  ULIARA SAND MINE (DWARAKESHWAR RIVER)",Rejection Letter Granted
559,SIA/WB/MIN/424135/2023,EN/T-II-1/351/2023,River Bed sand Mine at Mouza Nemai,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 30 Mar 2023 ,Non-Coal Mining,KRISHNA AGARWAL,Delisted
560,SIA/WB/MIN/423327/2023,EN/T-II-1/363/2023,Uttar Chakoakheti Sand Mine (MIN_APD_20),West Bengal,,,Date of Submission for EC: 08 Apr 2023 ,Date of Ec Granted : 19 Jun 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
561,SIA/WB/INFRA2/402657/2022,EN/T-II-1/054/2022,Proposed Expansion of Woodlands Multispeciality Hospital by M/s. Woodlands Multispeciality Hospital Limited. ,West Bengal,Kolkata,,Date of Submission for EC: 10 Oct 2022 ,Date of Ec Granted : 14 Aug 2023,INFRA-2,WOODLANDS MULTISPECIALITY HOSPITAL LIMITED,EC Granted
562,SIA/WB/MIN/453252/2023,EN/T-II-1/385/2023,MIN_BNK_49_I Sand Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 24 Nov 2023 ,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,Accepted by SEIAA and forwarded to SEAC
563,SIA/WB/NCP/65771/2017,EN/T-II-1/048/2017,Residential Complex by Madgul Developers Pvt. Ltd. & Others,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 11 Jul 2017 ,Date of Ec Granted : 16 Oct 2019,INFRA-1,MADGUL DEVELOPERS PRIVATE LIMITED AND OTHERS,EC Granted
564,SIA/WB/MIS/67287/2017,,Ideal Aurum,West Bengal,South 24 Parganas,Sonarpur,Date of Submission for TOR: ,Date of Submission for EC: 08 Aug 2017 ,INFRA-2,EXULT REALTY PVT LTD,WithdrawEC
565,SIA/WB/MIN/411343/2022,,Mathuratapal sand mine on Dwarkeswar river ,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 20 Dec 2022 ,Non-Coal Mining,NIMAI ARI,Query raised by SEIAA and pending at PP
566,SIA/WB/IND/29818/2017,EN/T-II-1/087/2017,"Proposed expansion of existing Steel Plant by installation of 1x10 T Induction Furnace, CCM & Rolling Mill ",West Bengal,Bankura,Barjora,Date of Submission for EC: 10 Nov 2018 ,Date of Ec Granted : 02 Mar 2020,Industrial Projects - 1,JAI AMBEY METALS PRIVATE LTD,EC Granted
567,SIA/WB/MIN/419982/2023,EN/T-II-1/233/2023,Kirtansole Riverbed Sand Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 26 Feb 2023 ,Non-Coal Mining,M/S GREEGO DRIVE PVT. LTD,Rejection Letter Granted
568,SIA/WB/MIN/439282/2023,EN/T-II-1/508/2023,Phansidewa Sand Mine (MIN_DJ_18),West Bengal,,,Date of Submission for EC: 04 Aug 2023 ,Date of Ec Granted : 23 Nov 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
569,SIA/WB/NCP/72819/2018,EN/T-II-1/012/2018,Proposed Expansion of Residential Complex by Springcity Buildcon LLP & Others,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 07 Mar 2018 ,Date of Ec Granted : 26 Sep 2022,INFRA-1,SPRINGCITY BUILDCON LLP AND OTHERS,EC Granted
570,SIA/WB/NCP/41530/2016,EN/T-II-1/005/2016,Alpine Heights,West Bengal,Kolkata,Kolkata,Date of Submission for TOR: ,Date of Submission for EC: 25 Jan 2016 ,INFRA-1,MOTIJUG AGENCIES LTD AND OTHERS,WithdrawEC
571,SIA/WB/IND2/22007/2016,EN/T-II-1/076/2016,SIA/WB/IND2/17279/2016,West Bengal,Burdwan,Kanksa,Date of Submission for EC: 14 Feb 2018 ,Date of Ec Granted : 28 May 2018,Industrial Projects - 2,BHARAT PETROLEUM CORPORATION LIMITED RAJBANDH,EC Granted
572,SIA/WB/MIS/29442/2017,EN/T-II-1/059/2018,IDEAL EXOTICA,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 06 Oct 2018 ,Date of Ec Granted : 13 Mar 2019,INFRA-2,IDEAL REAL ESTATES PVT LTD,EC Granted
573,SIA/WB/MIN/427636/2023,EN/T-II-1/419/2023,Chitalgha RIverbed Sand Mine (MIN_UD_09),West Bengal,,,Date of Submission for EC: 30 Apr 2023 ,Date of Ec Granted : 18 Aug 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
574,SIA/WB/MIS/50926/2016,EN/T-II-1/023/2016,MOMENTS101,West Bengal,South 24 Parganas,Bishnupur - I,Date of Submission for TOR: ,Date of Submission for EC: 12 Mar 2016 ,INFRA-2,PS VINAYAK COMPLEX LLP,Rejection Letter Granted
575,SIA/WB/MIN/437300/2023,EN/T-II-1/479/2023,Kashipur Riverbed Sand Mine (MIN_PUR_19),West Bengal,,,Date of Submission for EC: 26 Jul 2023 ,Date of Ec Granted : 16 Oct 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
576,SIA/WB/MIN/408615/2022,,"Sagira Sand Mine on Ajay River, Ashok Kumar Saha",West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 30 Nov 2022 ,Non-Coal Mining,ASHOKKUMAR SAHA,WithdrawEC
577,SIA/WB/MIN/210453/2021,EN/T-II-1/110/2021,Desher Mohan sand mine,West Bengal,Barddhaman,Jamuria,Date of Submission for TOR: ,Date of Submission for EC: 27 Apr 2021 ,Non-Coal Mining,DEBNATH ENTERPRISE,Delisted
578,SIA/WB/MIN/262459/2022,,Subarnarekha River Bed Mine MSHB 8,West Bengal,Jhargram,Kharagpur - I,Date of Submission for TOR: ,Date of Submission for EC: 23 Mar 2022 ,Non-Coal Mining,SUBARNAREKHA RIVER BED SAND MINING,Delisted
579,SIA/WB/MIN/263841/2022,,MADANPUR DAFARPUR SAND MINE,West Bengal,Murshidabad,Bharatpur - I,Date of Submission for TOR: ,Date of Submission for EC: 26 Mar 2022 ,Non-Coal Mining,SUDIP DEY,Under examination of SEIAA 
580,SIA/WB/MIN/263462/2022,EN/T-II-1/056/2023,Kotsimul Sand  Mine Maa Tara Builders,West Bengal,Purba Burdwan,Burdwan,Date of Submission for TOR: ,Date of Submission for EC: 27 Dec 2022 ,Non-Coal Mining,"KOTSIMUL SAND MINE, MAA TARA BUILDERS",Rejection Letter Granted
581,SIA/WB/MIN/249790/2022,,Stone Crusher of M/S Patil Rail Infrastructure Pvt Ltd,West Bengal,Purulia,Bandwan,Date of Submission for TOR: ,Date of Submission for EC: 05 Jan 2022 ,Non-Coal Mining,M/S PATIL RAIL INFRASTRUCTURE PVT LTD,Delisted
582,SIA/WB/MIS/46408/2019,EN/T-II-1/049/2019,Southwinds,West Bengal,South 24 Parganas,Sonarpur,Date of Submission for EC: 13 Nov 2019 ,Date of Ec Granted : 30 Jul 2021,INFRA-2,SOUTHWINDS PROJECT LLP,EC Granted
583,SIA/WB/MIN/264952/2022,EN/T-II-1/157/2023,KUNJAPUR SAND MINE,West Bengal,West Medinipur,Medinipur Sadar,Date of Submission for TOR: ,Date of Submission for EC: 30 Mar 2022 ,Non-Coal Mining,UJJWAL SAMANTA,Delisted
584,SIA/WB/MIN/216209/2021,EN/T-II-1/116/2021,"RERAPAL SAND MINE (AREA- 4.33 HECTARES) ON KANGSHABATI RIVER ON Plot No.-552(P) & 700(P).LOCATED AT MOUZA- RERAPAL, P.S. - MEDINIPUR, DISTRICT-PASCHIM MEDINIPUR, STATE- WEST BENGAL, JL NO. -132",West Bengal,West Medinipur,Medinipur Sadar,Date of Submission for TOR: ,Date of Submission for EC: 05 Jul 2021 ,Non-Coal Mining,MA KALI ENTERPRISE,Delisted
585,SIA/WB/MIN/216548/2021,,Kansra sand mine,West Bengal,Barddhaman,Jamalpur,Date of Submission for TOR: ,Date of Submission for EC: 23 Jun 2021 ,Non-Coal Mining,SOUMITRA ADHIKARI,Delisted
586,SIA/WB/MIN/419697/2023,EN/T-II-1/230/2023,MIN_BNK_18_A Sand Mine,West Bengal,,,Date of Submission for EC: 01 Mar 2023 ,Date of Ec Granted : 27 Apr 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
587,SIA/WB/MIN/408992/2022,EN/T-II-1/101/2022,Kawakhali - II Riverbed Project,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 04 Dec 2022 ,Non-Coal Mining,RAINBOW INFRASTRUCTURE & HOUSING DEVELOPMENT LTD,Rejection Letter Granted
588,SIA/WB/INFRA2/407812/2022,EN/T-II-1/073/2022,Residential Cum commercial Complex by RDB Anekant Orbit Properties Pvt. Ltd.,West Bengal,North 24 Parganas,,Date of Submission for EC: 24 Nov 2022 ,Date of Ec Granted : 20 Apr 2023,INFRA-2, RDB ANEKANT ORBIT PROPERTIES PRIVATE LIMITED,EC Granted
589,SIA/WB/NCP/77716/2018,EN/T-II-1/087/2018,Eastern India Healthcare Foundation Hospital Project,West Bengal,South 24 Parganas,Sonarpur,Date of Submission for TOR: ,Date of Submission for EC: 29 Sep 2018 ,INFRA-1,EASTERN INDIA HEALTHCARE FOUNDATION,WithdrawEC
590,SIA/WB/INFRA2/431778/2023,EN/T-II-1/086/2022,"Establishment of Common Bio-Medical Waste Treatment Facility (CBWTF) at Village- Kaluabari ,P.O. Debithakurbari,P.S-Rajganj, Mouza- Chhatgujrimari,Pargana Baikunthapur, Dist-Jalpaiguri, West Bengal ",West Bengal,,,Date of Submission for EC: 08 Jun 2023 ,Date of Ec Granted : 01 Sep 2023,INFRA-2, UNIQUE UNIVERSAL BIO WASTE LLP,EC Granted
591,SIA/WB/MIS/60112/2016,,THE RESERVE,West Bengal,Kolkata,Kolkata,Date of Submission for TOR: ,Date of Submission for EC: 18 Nov 2016 ,INFRA-2,TIVOLI PARK APARTMENTS PVT LTD,WithdrawEC
592,SIA/WB/MIN/440247/2023,EN/T-II-1/493/2023,Karanjogerya Sand Mine (MIN_WMED_13),West Bengal,,,Date of Submission for EC: 12 Aug 2023 ,Date of Ec Granted : 01 Dec 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
593,SIA/WB/MIS/70831/2017,,VYOM II,West Bengal,Kolkata,Kolkata,Date of Submission for TOR: ,Date of Submission for EC: 07 Nov 2017 ,INFRA-2,ALLWORTH TRADECOM PVT. LTD. & OTHERS,WithdrawEC
594,SIA/WB/INFRA2/435718/2023,,Nucleus Asansol,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 05 Jul 2023 ,INFRA-2, SHRI RAM REALCON PRIVATE LIMITED,Query raised by SEIAA and pending at PP
595,SIA/WB/NCP/58229/2016,T-II-1/067/2016,Residential Complex,West Bengal,Howrah,Jagatballavpur,Date of Submission for TOR: ,Date of Submission for EC: 21 Sep 2016 ,INFRA-1,A AND J MAIN AND CO ENGINEERS PVT LTD,WithdrawEC
596,SIA/WB/MIN/411152/2022,,Mathuratapal sand mine on Dwarkeswar river ,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 20 Dec 2022 ,Non-Coal Mining,SRIDAM SARKAR,Query raised by SEIAA and pending at PP
597,SIA/WB/MIS/57643/2016,EN/T-II-1/051/2016,VERTEX,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 08 Aug 2016 ,Date of Ec Granted : 08 Jun 2018,INFRA-2,MARQ PLAZA LLP,EC Granted
598,SIA/WB/MIN/431208/2023,EN/T-II-1/441/2023,Upardanga Granite Stone Quarry,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 18 Jun 2023 ,Non-Coal Mining, TODI MINERALS PRIVATE LIMITED,Request for withdraw
599,SIA/WB/MIN/426734/2023,EN/T-II-1/370/2023,MIN_BIR_23 Sand Mine,West Bengal,,,Date of Submission for EC: 24 Apr 2023 ,Date of Ec Granted : 28 Jul 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
600,SIA/WB/IND/19700/2017,EN/T-II-1/021/2017,Proposed Enhancement in Cement Production Capacity (2.0 to 2.4 MTPA) of Existing Stand-alone Grinding Unit by installation of New Slag Grinder,West Bengal,Hooghly,Chanditala - I,Date of Submission for EC: 26 Jun 2017 ,Date of Ec Granted : 07 Sep 2017,Industrial Projects - 1,M/s. UltraTech Cement Ltd.,EC Granted
601,SIA/WB/IND/17065/2015,EN/T-II-1/016/2018,"Proposed Installation of 10x20 T Induction Furnaces,  0.55 MTPA Rolling Mill and CFBC based 70 MW capacity Captive Power Plant",West Bengal,West Medinipur,No Data,Date of Submission for TOR: 03 Oct 2018,Date of Submission for EC: 03 Apr 2018 ,Industrial Projects - 1,ORISSA METALIKS PRIVATE LIMITED,Under examination of SEIAA after SEAC
602,SIA/WB/MIN/57226/2016,EN/T-II-1/030/2017,Sand Mining Project,West Bengal,West Medinipur,No Data,Date of Submission for TOR: ,Date of Submission for EC: 28 Jun 2017 ,Non-Coal Mining,KHAGENDRANATH GHOSH,Delisted
603,SIA/WB/MIN/433208/2023,EN/T-II-1/440/2023,Chabukya River Bed Sand Mine ,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 22 Jun 2023 ,Non-Coal Mining,SUBRANAREKHA RIVER BED MINING BY SUSHANTA MONDAL,Rejection Letter Granted
604,SIA/WB/MIN/411123/2022,,Jamdaha Riverbed Sand Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 20 Dec 2022 ,Non-Coal Mining,RAINBOW INFRASTRUCTURE & HOUSING DEVELOPMENT LTD,Query raised by SEIAA and pending at PP
605,SIA/WB/MIN/67017/2017,EN/T-II-1/059/2017,Sand Mining,West Bengal,West Medinipur,No Data,Date of Submission for TOR: ,Date of Submission for EC: 01 Sep 2017 ,Non-Coal Mining,SRI PANCHANAN KAR,Delisted
606,SIA/WB/MIS/50964/2016,EN/T-II-1/021/2016,PANACHE,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for EC: 22 Mar 2016 ,Date of Ec Granted : ,INFRA-2,LORD REAL ESTATE PVT LTD AND OTHERS,EC Granted - Processed offline
607,SIA/WB/MIN/418357/2023,EN/T-II-1/121/2023,Radhakantapur Sand Mine (MIN_BNK_44_A),West Bengal,,,Date of Submission for EC: 17 Feb 2023 ,Date of Ec Granted : 28 Apr 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
608,SIA/WB/MIN/63417/2017,EN/T-II-1/024/2017,Masra clay mining Project (9.4 ha),West Bengal,Birbhum,Rampurhat - I,Date of Submission for EC: 09 May 2017 ,Date of Ec Granted : 24 Jul 2018,Non-Coal Mining,MINATI GHOSH,EC Granted
609,SIA/WB/MIN/408885/2022,EN/T-II-1/104/2022,Kawakhali -I riverbed sand & stone mining project,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 04 Dec 2022 ,Non-Coal Mining,RAINBOW INFRASTRUCTURE & HOUSING DEVELOPMENT LTD,Rejection Letter Granted
610,SIA/WB/MIS/27444/2016,EN/T-II-1/074/2016,Proposed Common Biomedical Waste Treatment Project ,West Bengal,Bankura,Barjora,Date of Submission for TOR: ,Date of Submission for EC: 02 Jun 2018 ,INFRA-2,GREENTECH ENVIRON MANAGEMENT PVT LTD,WithdrawEC
611,SIA/WB/INFRA2/415205/2023,EN/T-II-1/060/2023,Residential Complex by Tirath Projects Pvt. Ltd.,West Bengal,,,Date of Submission for EC: 20 Jan 2023 ,Date of Ec Granted : 05 Oct 2023,INFRA-2, TIRATH PROJECTS PRIVATE LIMITED,EC Granted
612,SIA/WB/MIN/438964/2023,,Bhogramguri sand Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 08 Aug 2023 ,Non-Coal Mining,BIKASH BARMAN,Query raised by SEIAA and pending at PP
613,SIA/WB/MIN/424820/2023,EN/T-II-1/375/2023,Bataliguri Riverbed Sand Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 05 Apr 2023 ,Non-Coal Mining,RINA DUTTA,Under examination of SEIAA after SEAC
614,SIA/WB/MIN/435142/2023,EN/T-II-1/438/2023,Dhalpal Sand Mine (MIN_CB_17),West Bengal,,,Date of Submission for EC: 30 Jun 2023 ,Date of Ec Granted : 31 Aug 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
615,SIA/WB/MIN/415621/2023,EN/T-II-1/122/2023,WB_BIR_AJ_A2_A,West Bengal,,,Date of Submission for EC: 16 Feb 2023 ,Date of Ec Granted : 28 Apr 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
616,SIA/WB/MIN/405762/2022,EN/T-II-1/071/2023,Purbator Sand Mine,West Bengal,Bankura,,Date of Submission for TOR: ,Date of Submission for EC: 20 Jan 2023 ,Non-Coal Mining,SANTOSH CHOURASIA,Rejection Letter Granted
617,SIA/WB/NCP/69748/2017,,SWARNAMANI,West Bengal,Kolkata,Kolkata,Date of Submission for TOR: ,Date of Submission for EC: 09 Apr 2018 ,INFRA-1,MANIGROUP,WithdrawEC
618,SIA/WB/NCP/66170/2017,EN/T-II-1/054/2017,Residential Complex,West Bengal,Darjeeling,Matigara,Date of Submission for EC: 31 Jul 2017 ,Date of Ec Granted : 04 Sep 2018,INFRA-1,TIRU FINE RESIDENCY LLP,EC Granted
619,SIA/WB/MIS/56829/2016,EN/T-II-1/047/2016,ANIK INDUSTRIES LIMITED,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for EC: 08 Jul 2016 ,Date of Ec Granted : 31 Jan 2018,INFRA-2,ANIK INDUSTRIES LIMITED,EC Granted
620,SIA/WB/IND2/441212/2023,,"Proposed Ethanol / Extra Neutral Alcohol (ENA) Manufacturing Plant and 4.9 MW Cogenration Power Plant of M/s. Gujarat Ambuja Exports Limited at Malda Industrial Growth Centre (Phase II), Opp. Jubilee Petrol Pump,  Vill – Mandilpur, P. O.  - Narayanpur, P. S. – Malda, West Bengal, PIN– 732141 ",West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 24 Aug 2023 ,Industrial Projects - 2, GUJARAT AMBUJA EXPORTS LTD,Query raised by SEIAA and pending at PP
621,SIA/WB/MIN/438633/2023,EN/T-II-1/488/2023,Moulpur Sand Mine (MIN_MD_08),West Bengal,,,Date of Submission for EC: 31 Jul 2023 ,Date of Ec Granted : 17 Oct 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
622,SIA/WB/MIN/422768/2023,EN/T-II-1/330/2023,Uttar Mendabari Sand Mine (WB_APD_KJ_B_18),West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 21 Mar 2023 ,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,Delisted
623,SIA/WB/MIN/453487/2023,EN/T-II-1/381/2023,MIN_APD_23 Sand Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 28 Nov 2023 ,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,Accepted By SS(SEIAA)
624,SIA/WB/IND/59753/2016,,Installation of 29000 TPA SMS by using Single Crucible Induction Furnace and 28000 TPA Rolling Mill,West Bengal,West Medinipur,No Data,Date of Submission for TOR: ,Date of Submission for EC: 27 Oct 2016 ,Industrial Projects - 1,ORISSA METALIKS PRIVATE LIMITED,WithdrawEC
625,SIA/WB/NCP/60917/2016,,Residential Complex- Building and Construction project,,,,Date of Submission for EC: 22 Mar 2017 ,Date of Ec Granted : 27 Sep 2018,INFRA-1,DTC PROJECT PVT. LTD.,EC Granted - Processed offline
626,SIA/WB/NCP/67128/2017,EN/T-II-1/060/2017,Residential Complex by Magnolia Infrastructure Development Ltd.,West Bengal,North 24 Parganas,Barrackpur - I,Date of Submission for TOR: ,Date of Submission for EC: 23 Aug 2017 ,INFRA-1,MAGNOLIA INFRASTRUCTURE DEVELOPMENT LTD,Delisted
627,SIA/WB/MIN/64420/2017,EN/T-II-1/055/2017,"sand mining Vill: Tutemunibgarh, P.O-Janardanpur, Dist- Paschim Medinipur, PIN-721149",West Bengal,West Medinipur,No Data,Date of Submission for EC: 06 Aug 2017 ,Date of Ec Granted : 04 Apr 2018,Non-Coal Mining,CHAKRABORTY MINERAL,EC Granted
628,SIA/WB/INFRA2/405027/2022,EN/T-II-1/069/2022,Commercial Building by PSGAMD Estates LLP,West Bengal,Jalpaiguri,,Date of Submission for EC: 03 Nov 2022 ,Date of Ec Granted : 29 Aug 2023,INFRA-2, PSGAMD ESTATES LLP,EC Granted
629,SIA/WB/IND2/16950/2015,EN/T-II-1/038/2015,EXPANSION PROJECT FOR ENHANCEMENT OF STORAGE CAPACITY AT EXISTING LPG BOTTLING PLANT RAJBANDH CHATTY DURGAPUR,West Bengal,Barddhaman,Kanksa,Date of Submission for EC: 09 Aug 2016 ,Date of Ec Granted : 07 Dec 2016,Industrial Projects - 2,BHARAT PETROLEUM CORPORATION LIMITED DURGAPUR LPG,EC Granted
630,SIA/WB/NCP/74703/2018,EN/T-II-1/043/2018,Alpine Heights-Building & Construction Project,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 31 May 2018 ,Date of Ec Granted : 15 Jan 2021,INFRA-1,"M/S. MOTIJUG AGENCIES LTD. , M/S MODERN GEARS PVT. LTD. , M/S MACHINE WORKS (INTERNATIONAL) LTD. & M/S MOTIJUG CHARITABLE TRUST",EC Granted
631,SIA/WB/NCP/58553/2016,T-II-1/065/2016,Merlin Waterfront,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 16 Sep 2016 ,Date of Ec Granted : 10 Jan 2018,INFRA-1,ZOOM VANIJYA PVT LTD,EC Granted
632,SIA/WB/MIS/89255/2018,EN/T-II-1/006/2019,"Proposed Regional Head Office, Regional Training Centre, Currency Chest & Retail Branch Office for HDFC Bank Limited at New Town, Rajarhat, Kolkata.",West Bengal,Kolkata,Kolkata,Date of Submission for EC: 14 Jan 2019 ,Date of Ec Granted : 13 Nov 2019,INFRA-2,HDFC BANK LIMITED,EC Granted
633,SIA/WB/INFRA2/412503/2022,EN/T-II-1/041/2023,"Residential Complex ""Utsodhara HIG - 1""",West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 19 Jan 2023 ,INFRA-2, AMBUJA NEOTIA TEESTA DEVELOPMENT PRIVATE LIMITED,ADS by SEIAA
634,SIA/WB/MIN/67063/2017,EN/T-II-1/028/2017,Sand Mining,West Bengal,West Medinipur,No Data,Date of Submission for EC: 01 Sep 2017 ,Date of Ec Granted : 11 Jul 2018,Non-Coal Mining,SRI BHIM MIDYA,EC Granted
635,SIA/WB/MIN/408705/2022,EN/T-II-1/096/2022,Phd TARABANDHA(PART 354A),West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 30 Nov 2022 ,Non-Coal Mining,KRISHNA AGARWAL,Request for withdraw
636,SIA/WB/MIN/440155/2023,EN/T-II-1/495/2023,Dakshin Saripakuri Sand Mine (MIN_JPG_10),West Bengal,,,Date of Submission for EC: 11 Aug 2023 ,Date of Ec Granted : 10 Nov 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
