Sl_No,Proposal,File_No,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
536,SIA/OR/MIN/23514/2018,23514/1970-NCM/04-2018,Orissa,Cuttack,Cuttack Sadar,Date of Submission : 04 Apr 2018,No Date,Non-Coal Mining,RAJASHREE BEHERA,MoveToTORtoEC
537,SIA/OR/MIN/45752/2019,To be assigned,Orissa,Kalahandi,Kesinga,Date of Submission : 01 Nov 2019,No Date,Non-Coal Mining,SHREEDHAR MINERALS,Delisted
538,SIA/OR/MIN/4455/2015,To be assigned,Orissa,Keonjhar,Barbil,Date of Submission : 21 Nov 2015,No Date,Non-Coal Mining,SANKARSAN BEHERA,Delisted
539,SIA/OR/MIN/6014/2015,6014/1233-NCM/01-2016,Orissa,Khordha,Khordha,Date of Submission : 20 Jan 2016,No Date,Non-Coal Mining,HATIA GA ROAD METAL QUARRY,Delisted
540,SIA/OR/IND2/23818/2018,23818/362-IND2/04-2018,Orissa,Kalahandi,Lanjigarh,Date of Submission : 07 Apr 2018,No Date,Industrial Projects - 2,HARENDRA PRASAD SAHU,MoveToTORtoEC
541,SIA/OR/IND2/23821/2018,23821/363-IND2/04-2018,Orissa,Kalahandi,Lanjigarh,Date of Submission : 07 Apr 2018,No Date,Industrial Projects - 2,HARENDRA PRASAD SAHU,MoveToTORtoEC
542,SIA/OR/IND2/23834/2018,23834/364-IND2/04-2018,Orissa,Malkangiri,Malkangiri,Date of Submission : 08 Apr 2018,No Date,Industrial Projects - 2,RATANLAL PADMAVATI,MoveToTORtoEC
543,SIA/OR/IND2/23865/2018,23865/366-IND2/04-2018,Orissa,Nabarangpur,Dabugan,Date of Submission : 08 Apr 2018,No Date,Industrial Projects - 2,RISHI SAHU,MoveToTORtoEC
544,SIA/OR/IND2/23867/2018,23867/367-IND2/04-2018,Orissa,Kalahandi,Kokasara,Date of Submission : 08 Apr 2018,No Date,Industrial Projects - 2,RISHI SAHU,MoveToTORtoEC
545,SIA/OR/MIN/7410/2016,7410/1304-NCM/01-2016,Orissa,Mayurbhanj,Badampahar,Date of Submission : 27 Jan 2016,No Date,Non-Coal Mining,.............,Delisted
546,SIA/OR/MIN/9619/2016,9619/1331-NCM/01-2016,Orissa,Bargarh,Bijepur,Date of Submission : 29 Jan 2016,Date of TOR Granted : 04 May 2016,Non-Coal Mining,LAXMANA PRADHAN,TOR Granted - Processed offline
547,SIA/OR/MIN/9623/2016,9623/1277-NCM/01-2016,Orissa,Jharsuguda,Jharsuguda,Date of Submission : 26 Jan 2016,Date of TOR Granted : 23 Jun 2016,Non-Coal Mining,MAHESH KUMAR BIYANI,TOR Granted - Processed offline
548,SIA/OR/MIN/9631/2016,9631/1279-NCM/01-2016,Orissa,Ganjam,Golanthara,Date of Submission : 26 Jan 2016,No Date,Non-Coal Mining,MANAMOHAN MAHARANA,Delisted
549,SIA/OR/MIN/9639/2016,9639/1280-NCM/01-2016,Orissa,Jajpur,Dharmasala,Date of Submission : 27 Jan 2016,No Date,Non-Coal Mining,DANKARI GRANITE BLACK STONE QUARRY SAIRAT NO 91/12-13,Delisted
550,SIA/OR/IND2/22153/2018,22153/186-IND2/02-2018,Orissa,Bargarh,Padmapur,Date of Submission : 21 Feb 2018,No Date,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoEC
551,SIA/OR/MIN/22128/2018,22128/1964-NCM/02-2018,Orissa,Bhadrak,Dhamanagar,Date of Submission : 20 Feb 2018,No Date,Non-Coal Mining,SATYABRATA JENA,MoveToTORtoEC
552,SIA/OR/IND2/25639/2018,25639/378-IND2/04-2018,Orissa,Balangir,Balangir,Date of Submission : 17 Apr 2018,No Date,Industrial Projects - 2,ANIL KUMAR SAHU AND RAM MURTY PRASAD,MoveToTORtoEC
553,SIA/OR/IND2/25640/2018,25640/379-IND2/04-2018,Orissa,Balangir,Balangir,Date of Submission : 17 Apr 2018,No Date,Industrial Projects - 2,ANIL KUMAR SAHU AND RAM MURTY PRASAD,MoveToTORtoEC
554,SIA/OR/IND2/24547/2018,To be assigned,Orissa,Kendujhar,Nandipada,Date of Submission : 18 Apr 2018,No Date,Industrial Projects - 2,HATADIHI OS SHOP,Delisted
555,SIA/OR/MIN/12540/2016,12540/1717-NCM/10-2016,Orissa,Kalahandi,Narala,Date of Submission : 06 Oct 2016,No Date,Non-Coal Mining,ARJUN PADHAN,Rejection Letter Granted
556,SIA/OR/MIN/4698/2015,4698/1637-NCM/04-2016,Orissa,Ganjam,Asika,Date of Submission : 29 Apr 2016,No Date,Non-Coal Mining,BADABARANGA RIVER SAND BED,MoveToTORtoEC
557,SIA/OR/MIN/4720/2015,SEIAA/4720/862-NCM/11-2015,Orissa,Cuttack,Salepur,Date of Submission : 30 Nov 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,ABDUL RAHEMAN KHAN,TOR Granted - Processed offline
558,SIA/OR/MIN/4725/2015,SEIAA/4725/864-NCM/11-2015,Orissa,Jajpur,Dharmasala,Date of Submission : 30 Nov 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,MS UTKAL HIGHWAYS,TOR Granted - Processed offline
559,SIA/OR/MIN/4726/2015,SEIAA/4726/867-NCM/12-2015,Orissa,Nayagarh,Ranapur,Date of Submission : 01 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,SEIKH YASIN,TOR Granted - Processed offline
560,SIA/OR/MIN/4727/2015,SEIAA/4727/865-NCM/12-2015,Orissa,Kendujhar,Champua,Date of Submission : 01 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,SHANKAR KUMAR,TOR Granted - Processed offline
561,SIA/OR/MIN/4746/2015,SEIAA/4746/868-NCM/12-2015,Orissa,Kendujhar,Anandapur,Date of Submission : 01 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,HARIHAR DAS,TOR Granted - Processed offline
562,SIA/OR/MIN/4750/2015,SEIAA/4750/869-NCM/12-2015,Orissa,Kendujhar,Champua,Date of Submission : 01 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,BRAHMANANDA SETHY,TOR Granted - Processed offline
563,SIA/OR/MIN/4764/2015,SEIAA/4764/872-NCM/12-2015,Orissa,Balangir,Balangir,Date of Submission : 03 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,ANURAG AGRAWAL,TOR Granted - Processed offline
564,SIA/OR/MIN/10428/2016,To be assigned,Orissa,Kalahandi,Sadar,Date of Submission : 28 Feb 2016,No Date,Non-Coal Mining,SHYAMA SUNDAR DAS,Delisted
565,SIA/OR/MIN/10429/2016,To be assigned,Orissa,Rayagada,Rayagada,Date of Submission : 28 Feb 2016,No Date,Non-Coal Mining,A POORNMANNANDAM,Delisted
566,SIA/OR/IND2/22154/2018,22154/187-IND2/02-2018,Orissa,Nabarangpur,Nabarangapur,Date of Submission : 22 Feb 2018,No Date,Industrial Projects - 2,GIRISH SINGH,MoveToTORtoEC
567,SIA/OR/MIN/17101/2016,To be assigned,Orissa,Sambalpur,Jamankira,Date of Submission : 30 Aug 2016,No Date,Non-Coal Mining,DINABANDHU AGRAWAL,Delisted
568,SIA/OR/MIN/17106/2016,17106/1700-NCM/08-2016,Orissa,Ganjam,Chhatrapur,Date of Submission : 31 Aug 2016,Date of TOR Granted : 30 Nov 2016,Non-Coal Mining,NISAKANTA NAYAK,TOR Granted - Processed offline
569,SIA/OR/MIN/18637/2017,18637/1804-NCM/02-2017,Orissa,Ganjam,Kodala,Date of Submission : 23 Feb 2017,No Date,Non-Coal Mining,SANTOSH KUMAR DASH,MoveToTORtoEC
570,SIA/OR/MIN/18845/2017,18845/1810-NCM/03-2017,Orissa,Angul,Talcher Sadar,Date of Submission : 14 Mar 2017,Date of TOR Granted : 05 Jun 2017,Non-Coal Mining,TALCHER TAHASIL OFFICE,TOR Granted
571,SIA/OR/NCP/19244/2017,19244/21-NCP/04-2017,Orissa,Khordha,Khordha,Date of Submission : 26 Apr 2017,No Date,INFRA-1,PRASANTA KUMAR ACHARYA,Delisted
572,SIA/OR/MIN/19306/2017,19306/1849-NCM/05-2017,Orissa,Rayagada,Rayagada,Date of Submission : 05 May 2017,Date of TOR Granted : 06 Jul 2017,Non-Coal Mining,G. SRINIVAS RAOO,TOR Granted
573,SIA/OR/MIN/10725/2016,To be assigned,Orissa,Ganjam,Brahmapur Sadar,Date of Submission : 16 Mar 2016,No Date,Non-Coal Mining,SUNIL KUMAR MOHAPATRA,Delisted
574,SIA/OR/MIN/5791/2015,SEIAA/5791/1015-NCM/12-2015,Orissa,Ganjam,Brahmapur Sadar,Date of Submission : 29 Dec 2015,Date of TOR Granted : 21 Apr 2016,Non-Coal Mining,M A RAZZAK,TOR Granted - Processed offline
575,SIA/OR/MIN/9816/2016,9816/1383-NCM/02-2016,Orissa,Jagatsinghapur,Tirtol,Date of Submission : 02 Feb 2016,Date of TOR Granted : 26 Apr 2016,Non-Coal Mining,PRIVATE,TOR Granted - Processed offline
576,SIA/OR/MIN/9817/2016,9817/1384-NCM/02-2016,Orissa,Jagatsinghapur,Tirtol,Date of Submission : 02 Feb 2016,Date of TOR Granted : 26 Apr 2016,Non-Coal Mining,PRIVATE,TOR Granted - Processed offline
577,SIA/OR/MIN/9999/2016,9999/1622-NCM/04-2016,Orissa,Kendujhar,Anandapur,Date of Submission : 22 Apr 2016,No Date,Non-Coal Mining,ST MINERALS PVT LTD,Rejected - Processed offline
578,SIA/OR/MIN/4869/2015,SEIAA/4869/884-NCM/12-2015,Orissa,Ganjam,Patapur,Date of Submission : 05 Dec 2015,Date of TOR Granted : 16 Mar 2016,Non-Coal Mining,JOGENDRANATH BEHERA,TOR Granted - Processed offline
579,SIA/OR/MIN/4881/2015,SEIAA/4881/881-NCM/12-2015,Orissa,Kendujhar,Ghasipura,Date of Submission : 05 Dec 2015,Date of TOR Granted : 28 Jan 2017,Non-Coal Mining,MURALI MAJHI,TOR Granted - Processed offline
580,SIA/OR/MIN/4886/2015,SEIAA/4886/882-NCM/12-2015,Orissa,Ganjam,Asika,Date of Submission : 05 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,BHAGABAN PRADHAN,TOR Granted - Processed offline
581,SIA/OR/MIN/4898/2015,SEIAA/4898/883-NCM/12-2015,Orissa,Ganjam,Asika,Date of Submission : 05 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,LAXMI NARAYANA SWAIN,TOR Granted - Processed offline
582,SIA/OR/MIN/4141/2015,SEIAA/4141/827-NCM/11-2015,Orissa,Gajapati,Kashinagara,Date of Submission : 12 Nov 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,KESABA KUMAR NALANA,TOR Granted - Processed offline
583,SIA/OR/MIN/4142/2015,SEIAA/4142/828-NCM/11-2015,Orissa,Gajapati,Kashinagara,Date of Submission : 12 Nov 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,GANESH SAHUKAR,TOR Granted - Processed offline
584,SIA/OR/MIN/4153/2015,SEIAA/4153/829-NCM/11-2015,Orissa,Jajpur,Dharmasala,Date of Submission : 13 Nov 2015,Date of TOR Granted : 25 Jan 2016,Non-Coal Mining,AJIT SAHU,TOR Granted - Processed offline
585,SIA/OR/MIN/4165/2015,4165/1215-NCM/01-2016,Orissa,Mayurbhanj,Barsahi,Date of Submission : 20 Jan 2016,Date of TOR Granted : 26 Mar 2016,Non-Coal Mining,BALANGA SAND BED,TOR Granted - Processed offline
586,SIA/OR/MIN/4169/2015,4169/1147-NCM/01-2016,Orissa,Mayurbhanj,Barsahi,Date of Submission : 15 Jan 2016,Date of TOR Granted : 16 Mar 2016,Non-Coal Mining,BALANGA SAND BED,TOR Granted - Processed offline
587,SIA/OR/MIN/4178/2015,SEIAA/4178/834-NCM/11-2015,Orissa,Sundargarh,Bisra,Date of Submission : 17 Nov 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,SURESH SAHOO,TOR Granted - Processed offline
588,SIA/OR/MIN/4183/2015,To be assigned,Orissa,Malkangiri,Malkangiri,Date of Submission : 16 Nov 2015,No Date,Non-Coal Mining,MALKANGIRI STONE QUARRY,Delisted
589,SIA/OR/MIN/4210/2015,SEIAA/4210/04-NCMB1/11-2015,Orissa,Baleshwar,Baleshwar Sadar,Date of Submission : 25 Nov 2015,Date of TOR Granted : 19 Jan 2018,Non-Coal Mining,KARUNAKAR DAS,TOR Granted - Processed offline
590,SIA/OR/MIN/4316/2015,SEIAA/4316/837-NCM/11-2015,Orissa,Cuttack,Salepur,Date of Submission : 18 Nov 2015,Date of TOR Granted : 25 Jan 2016,Non-Coal Mining,NIHAR RANJAN SAHU,TOR Granted - Processed offline
591,SIA/OR/MIN/4324/2015,SEIAA/4324/840-NCM/11-2015,Orissa,Ganjam,Asika,Date of Submission : 18 Nov 2015,No Date,Non-Coal Mining,ANUP KUMAR SAHU,Delisted
592,SIA/OR/MIN/4826/2015,SEIAA/4826/876-NCM/12-2015,Orissa,Ganjam,Hinjili,Date of Submission : 03 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,SH GOURI SHANKAR SAHU,TOR Granted - Processed offline
593,SIA/OR/MIN/53535/2020,53535/19-MINB1/06-2020,Orissa,Jharsuguda,Jharsuguda,Date of Submission : 04 Jun 2020,Date of TOR Granted : 01 Jan 1900,Non-Coal Mining,AMAN SHARMA.,TOR Granted
594,SIA/OR/MIN/11990/2016,To be assigned,Orissa,Jajpur,Dharmasala,Date of Submission : 19 May 2016,No Date,Non-Coal Mining,TAHASILDAR DHARMASALA,Delisted
595,SIA/OR/MIN/4927/2015,4927/1639-NCM/04-2016,Orissa,Ganjam,Nuagaon,Date of Submission : 30 Apr 2016,Date of TOR Granted : 30 Jan 2017,Non-Coal Mining,BHOLASINGI RIVER SAND BED,TOR Granted
596,SIA/OR/MIN/4949/2015,SEIAA/4949/896-NCM/12-2015,Orissa,Mayurbhanj,Karanjia,Date of Submission : 07 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,SUMEET KUMAR AGARWALLA,TOR Granted - Processed offline
597,SIA/OR/MIN/4954/2015,SEIAA/4954/900-NCM/12-2015,Orissa,Ganjam,Asika,Date of Submission : 07 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,B LAXMINARAYAN DORA,TOR Granted - Processed offline
598,SIA/OR/MIN/4957/2015,SEIAA/4957/903-NCM/12-2015,Orissa,Khordha,Tangi,Date of Submission : 08 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,SANKAR CHAHATRAY,TOR Granted - Processed offline
599,SIA/OR/MIN/8842/2016,8842/1412-NCM/02-2016,Orissa,Angul,Athmallik,Date of Submission : 03 Feb 2016,No Date,Non-Coal Mining,PABITRA MOHAN SAHOO,Delisted
600,SIA/OR/MIN/8881/2016,8881/1145-NCM/01-2016,Orissa,Rayagada,Rayagada,Date of Submission : 14 Jan 2016,No Date,Non-Coal Mining,AMBICA STONE CRUSHER,Delisted
601,SIA/OR/MIN/8886/2016,8886/1430-NCM/02-2016,Orissa,Bargarh,Attabira,Date of Submission : 05 Feb 2016,No Date,Non-Coal Mining,SUBASH CHANDRA PRADHAN,Delisted
602,SIA/OR/MIN/8995/2016,8995/1152-NCM/01-2016,Orissa,Rayagada,Kashipur,Date of Submission : 15 Jan 2016,No Date,Non-Coal Mining,MAA MAJHIGHARIANI CRUSHER LLP,Delisted
603,SIA/OR/MIN/9041/2016,9041/1173-NCM/01-2016,Orissa,Sambalpur,Rengali,Date of Submission : 16 Jan 2016,No Date,Non-Coal Mining,NABIN MISHRA,Delisted
604,SIA/OR/MIN/9745/2016,9745/1340-NCM/01-2016,Orissa,Sambalpur,Govindpur,Date of Submission : 29 Jan 2016,No Date,Non-Coal Mining,TAHASILDAR BAMRA,Delisted
605,SIA/OR/MIN/9746/2016,9746/1341-NCM/01-2016,Orissa,Sambalpur,Govindpur,Date of Submission : 29 Jan 2016,No Date,Non-Coal Mining,TAHASILDAR BAMRA,Delisted
606,SIA/OR/MIN/9750/2016,9750/1345-NCM/01-2016,Orissa,Sambalpur,Govindpur,Date of Submission : 30 Jan 2016,No Date,Non-Coal Mining,TAHASILDAR BAMRA,Delisted
607,SIA/OR/MIN/9751/2016,9751/1346-NCM/01-2016,Orissa,Sambalpur,Govindpur,Date of Submission : 30 Jan 2016,No Date,Non-Coal Mining,TAHASILDAR BAMRA,Delisted
608,SIA/OR/MIN/9769/2016,9769/1350-NCM/01-2016,Orissa,Jajpur,Dharmasala,Date of Submission : 30 Jan 2016,No Date,Non-Coal Mining,SRINIBASH JENA,Delisted
609,SIA/OR/MIN/9774/2016,9774/1354-NCM/01-2016,Orissa,Jajpur,Dharmasala,Date of Submission : 30 Jan 2016,No Date,Non-Coal Mining,RANJIT JENA,Delisted
610,SIA/OR/MIN/9789/2016,9789/1368-NCM/01-2016,Orissa,Ganjam,Brahmapur Sadar,Date of Submission : 31 Jan 2016,No Date,Non-Coal Mining,PRAKASH CHANDRA SATAPATHY,Delisted
611,SIA/OR/MIN/9804/2016,9804/1373-NCM/01-2016,Orissa,Dhenkanal,Hindol,Date of Submission : 01 Feb 2016,No Date,Non-Coal Mining,SUDHAKAR SAHOO,Delisted
612,SIA/OR/MIN/10730/2016,10730/1546-NCM/03-2016,Orissa,Mayurbhanj,Khunta,Date of Submission : 16 Mar 2016,Date of TOR Granted : 12 Sep 2016,Non-Coal Mining,PRADIPTA KISHORE RAJ,TOR Granted - Processed offline
613,SIA/OR/MIN/10737/2016,10737/1550-NCM/03-2016,Orissa,Mayurbhanj,Khunta,Date of Submission : 18 Mar 2016,Date of TOR Granted : 26 Apr 2016,Non-Coal Mining,RAGHUNATHA DAS,TOR Granted - Processed offline
614,SIA/OR/MIN/16894/2016,16894/1689-NCM/08-2016,Orissa,Rayagada,Muniguda,Date of Submission : 20 Aug 2016,Date of TOR Granted : 30 Nov 2016,Non-Coal Mining,AKHYA KUMAR RANA,TOR Granted - Processed offline
615,SIA/OR/MIN/7512/2016,7512/1303-NCM/01-2016,Orissa,Mayurbhanj,Badampahar,Date of Submission : 27 Jan 2016,No Date,Non-Coal Mining,.............,Delisted
616,SIA/OR/MIN/7553/2016,7553/1122-NCM/01-2016,Orissa,Jharsuguda,Jharsuguda,Date of Submission : 11 Jan 2016,Date of TOR Granted : 21 Apr 2016,Non-Coal Mining,AMAN SHARMA,TOR Granted - Processed offline
617,SIA/OR/MIN/19857/2017,19857/1896-NCM/07-2017,Orissa,Ganjam,Chhatrapur,Date of Submission : 18 Jul 2017,No Date,Non-Coal Mining,PREMEX,MoveToTORtoEC
618,SIA/OR/MIN/19821/2017,19821/15-NCMB1/08-2017,Orissa,Jajpur,Dharmasala,Date of Submission : 17 Aug 2017,No Date,Non-Coal Mining,"M/S PREMIER ROCK PRODUCTS  PVT. LTD. PROPOSE  STONE QUARRY MINING PROJECT,",Delisted
619,SIA/OR/IND2/17336/2016,17336/16-IND2/09-2016,Orissa,Balangir,Balangir,Date of Submission : 03 Oct 2017,No Date,Industrial Projects - 2,RAMANA KUMAR,MoveToTORtoEC
620,SIA/OR/MIN/10050/2016,10050/1491-NCM/02-2016,Orissa,Rayagada,Rayagada,Date of Submission : 11 Feb 2016,No Date,Non-Coal Mining,GANNON DUNKERLEY AND CO LTD,Delisted
621,SIA/OR/MIN/9573/2016,9573/1266-NCM/01-2016,Orissa,Ganjam,Digapahandi,Date of Submission : 24 Jan 2016,No Date,Non-Coal Mining,MANGULU  PATRA,Delisted
622,SIA/OR/MIN/9583/2016,9583/1408-NCM/02-2016,Orissa,Dhenkanal,Motunga,Date of Submission : 02 Feb 2016,No Date,Non-Coal Mining,RANIBANIA ROAD METAL QUARRY NO I,Delisted
623,SIA/OR/MIN/5624/2015,SEIAA/5624/994-NCM/12-2015,Orissa,Jharsuguda,Jharsuguda,Date of Submission : 26 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,NRUPENDRA KUMAR SAI,TOR Granted - Processed offline
624,SIA/OR/MIN/5626/2015,5626/1450-NCM/02-2016,Orissa,Kalahandi,Sadar,Date of Submission : 08 Feb 2016,No Date,Non-Coal Mining,GAJKHOLA STONE QUARRY,Delisted
625,SIA/OR/MIN/5635/2015,SEIAA/5635/996-NCM/12-2015,Orissa,Jharsuguda,Jharsuguda,Date of Submission : 26 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,NRUPENDRA KUMAR SAI,TOR Granted - Processed offline
626,SIA/OR/MIN/5661/2015,5661/1451-NCM/02-2016,Orissa,Ganjam,Asika,Date of Submission : 08 Feb 2016,No Date,Non-Coal Mining,PALLUR HILL ROAD METAL QUARRY,Delisted
627,SIA/OR/MIN/5679/2015,5679/1256-NCM/01-2016,Orissa,Balangir,Bangomunda,Date of Submission : 23 Jan 2016,No Date,Non-Coal Mining,BHIRKAPD STONE QUARRY NO III,Delisted
628,SIA/OR/MIN/5708/2015,5708/1195-NCM/01-2016,Orissa,Ganjam,Surada,Date of Submission : 18 Jan 2016,No Date,Non-Coal Mining,JAYANTI SAHU,Delisted
629,SIA/OR/MIN/5723/2015,SEIAA/5723/1003-NCM/12-2015,Orissa,Angul,Athmallik,Date of Submission : 28 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,MAHABIR PRASAD AGRAWALA,TOR Granted - Processed offline
630,SIA/OR/MIN/8952/2016,8952/1442-NCM/02-2016,Orissa,Mayurbhanj,Koliana,Date of Submission : 06 Feb 2016,No Date,Non-Coal Mining,KOTHABILLA STONE QUARRY,Delisted
631,SIA/OR/MIN/6718/2016,To be assigned,Orissa,Nabarangpur,Tentulikhunti,Date of Submission : 20 Feb 2016,No Date,Non-Coal Mining,KENDUGUDA STONE QUARRY,Delisted
632,SIA/OR/MIN/6737/2016,6737/1217-NCM/01-2016,Orissa,Sundargarh,Tangarapali,Date of Submission : 20 Jan 2016,Date of TOR Granted : 25 Jun 2021,Non-Coal Mining,NADISUGUDA SAND BED,TOR Granted - Processed offline
633,SIA/OR/MIN/7638/2016,7638/1125-NCM/01-2016,Orissa,Jharsuguda,Jharsuguda,Date of Submission : 11 Jan 2016,Date of TOR Granted : 21 Apr 2016,Non-Coal Mining,NABIN MISHRA,TOR Granted - Processed offline
634,SIA/OR/MIN/5053/2015,SEIAA/5053/937-NCM/12-2015,Orissa,Ganjam,Chhatrapur,Date of Submission : 21 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,NISAKANTA NAYAK,TOR Granted - Processed offline
635,SIA/OR/MIN/5059/2015,5059/1410-NCM/02-2016,Orissa,Ganjam,Purusottampur,Date of Submission : 03 Feb 2016,No Date,Non-Coal Mining,JAKAR ROAD METAL QUARRY,Delisted
636,SIA/OR/MIN/5089/2015,SEIAA/5089/912-NCM/12-2015,Orissa,Khordha,Tangi,Date of Submission : 14 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,BABULI SENA,TOR Granted - Processed offline
637,SIA/OR/MIN/2909/2015,SEIAA/2909/809-NCM/10-2015,Orissa,Sonapur,Tarbha,Date of Submission : 15 Oct 2015,Date of TOR Granted : 25 Jan 2016,Non-Coal Mining,UMESH MAHAKUR,TOR Granted - Processed offline
638,SIA/OR/MIS/2912/2015,To be assigned,Orissa,Dhenkanal,Hindol,Date of Submission : 08 Oct 2015,No Date,INFRA-2,BRAHMAPUR BLACK STONE QUARRY,Delisted
639,SIA/OR/MIS/2926/2015,To be assigned,Orissa,Dhenkanal,Hindol,Date of Submission : 08 Oct 2015,No Date,INFRA-2,BRAHMAPUR BLACK STONE QUARRY,Delisted
640,SIA/OR/MIS/2982/2015,To be assigned,Orissa,Dhenkanal,Dhenkanal Sadar,Date of Submission : 09 Oct 2015,No Date,INFRA-2,KUMARDEIPUR SAND QUARRY,Delisted
641,SIA/OR/MIN/8815/2016,8815/1406-NCM/02-2016,Orissa,Angul,Athmallik,Date of Submission : 02 Feb 2016,No Date,Non-Coal Mining,SAMIR KUMAR PANDA,Delisted
642,SIA/OR/MIN/8821/2016,8821/1485-NCM/02-2016,Orissa,Angul,Athmallik,Date of Submission : 10 Feb 2016,Date of TOR Granted : 09 Dec 2021,Non-Coal Mining,SMT JAJNESWARI PRADHAN,TOR Granted - Processed offline
643,SIA/OR/MIN/8823/2016,8823/1386-NCM/02-2016,Orissa,Angul,Athmallik,Date of Submission : 02 Feb 2016,Date of TOR Granted : 08 Sep 2016,Non-Coal Mining,SMT JAJNESWARI PRADHAN,TOR Granted - Processed offline
644,SIA/OR/MIN/5754/2015,SEIAA/5754/1010-NCM/12-2015,Orissa,Dhenkanal,Motunga,Date of Submission : 28 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,PULIN BIHARI NAYAK,TOR Granted - Processed offline
645,SIA/OR/MIN/5986/2015,SEIAA/5986/1041-NCM/12-2015,Orissa,Angul,Athmallik,Date of Submission : 30 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,APOLLO KUMAR GARNAIK,TOR Granted - Processed offline
646,SIA/OR/MIN/6028/2015,6028/1234-NCM/01-2016,Orissa,Khordha,Khordha,Date of Submission : 20 Jan 2016,No Date,Non-Coal Mining,HATIA GHA ROAD METAL QUARRY,Delisted
647,SIA/OR/MIS/11129/2016,11129/08-MIS/04-2016,Orissa,Mayurbhanj,Baripada Sadar,Date of Submission : 21 Apr 2016,Date of TOR Granted : 01 Sep 2016,INFRA-2,BARIPADA MUNICIPALITY,TOR Granted - Processed offline
648,SIA/OR/MIN/11135/2016,11135/1617-NCM/04-2016,Orissa,Sambalpur,Kochinda,Date of Submission : 21 Apr 2016,Date of TOR Granted : 06 May 2017,Non-Coal Mining,PURNA CHANDRA PATEL,TOR Granted - Processed offline
649,SIA/OR/MIN/11186/2016,To be assigned,Orissa,Ganjam,Digapahandi,Date of Submission : 26 May 2016,No Date,Non-Coal Mining,ABHAYA KUMAR NAHAK,Delisted
650,SIA/OR/MIN/11216/2016,11216/1626-NCM/04-2016,Orissa,Ganjam,Digapahandi,Date of Submission : 26 Apr 2016,Date of TOR Granted : 30 Jan 2017,Non-Coal Mining,KALU CHARAN BEHERA,TOR Granted
651,SIA/OR/MIN/10454/2016,To be assigned,Orissa,Mayurbhanj,Karanjia,Date of Submission : 29 Feb 2016,No Date,Non-Coal Mining,SUSHANTA KUMAR MOHANTY,Delisted
652,SIA/OR/MIN/10457/2016,10457/1587-NCM/04-2016,Orissa,Ganjam,Asika,Date of Submission : 12 Apr 2016,Date of TOR Granted : 25 Jun 2016,Non-Coal Mining,SRI ACHOUTANANDA SAHOO,TOR Granted - Processed offline
653,SIA/OR/MIN/10458/2016,To be assigned,Orissa,Ganjam,Kodala,Date of Submission : 29 Feb 2016,No Date,Non-Coal Mining,SUSANTA SAHU,Delisted
654,SIA/OR/MIN/10110/2016,10110/1560-NCM/03-2016,Orissa,Rayagada,Gunupur,Date of Submission : 23 Mar 2016,No Date,Non-Coal Mining,NIROD JENA,Rejected - Processed offline
655,SIA/OR/MIN/5481/2015,SEIAA/5481/969-NCM/12-2015,Orissa,Sundargarh,Lahunipara,Date of Submission : 24 Dec 2015,No Date,Non-Coal Mining,DEBANARAYAN PRASAD SAHOO,Delisted
656,SIA/OR/IND2/24096/2018,24096/375-IND2/04-2018,Orissa,Balangir,Saintala,Date of Submission : 11 Apr 2018,No Date,Industrial Projects - 2,BHOLANATH SAHOO,MoveToTORtoEC
657,SIA/OR/MIN/24135/2018,24135/07-MIN-V/04-2018,Orissa,Mayurbhanj,Bangiriposi,Date of Submission : 13 Apr 2018,No Date,Non-Coal Mining,SHANTANU KUMAR BEHERA,Delisted
